Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
27,Q104,P.S. 104 - QUEENS,SCA CIP,DOWNTOWN FAR ROCKAWAY REZONING PARK UPGRADES,"CM,F&E",In-Progress,6/9/2021,6/8/2022,,149963,79547,72341,DSF0000911829
27,Q104,P.S. 104 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,In-Progress,9/11/2025,1/14/2026,,5178,5178,515,DSF0001087514
27,Q104,P.S. 104 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,PNS,PNS,PNS,PNS,20712,20712,2060,DSF0001087514
27,Q104,P.S. 104 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,PNS,PNS,PNS,297735,297735,0,DSF0001087514
27,Q104,P.S. 104 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,PNS,PNS,PNS,76376,76376,322,DSF0001087514
27,Q104,P.S. 104 - QUEENS,DOE - RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,700000,0,DSF0001086401
27,Q104,P.S. 104 - QUEENS,DOE - Skilled Trades,WATER MAIN LEAK REPAIR,Construction,In-Progress,3/16/2024,DOES,,DOES,100000,0,DSF0001112183
27,Q105,P.S. 105 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY,Scope,Complete,7/8/2022,11/23/2022,4/11/2023,44850,148174,148174,"DSF0001022233, DSF0001022235"
27,Q105,P.S. 105 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY,Design,Complete,12/1/2023,5/3/2024,5/8/2024,224250,330041,290677,"DSF0001022233, DSF0001022235"
27,Q105,P.S. 105 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY,Construction,In-Progress,7/29/2024,4/19/2026,,5045625,4617520,1811492,"DSF0001022233, DSF0001022235"
27,Q105,P.S. 105 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY,"CM,F&E",In-Progress,7/29/2024,4/19/2026,,313950,243112,235746,"DSF0001022233, DSF0001022235"
27,Q105,P.S. 105 - QUEENS,SCA IEH,PO18-77/27Q105/ROOM IS CLOSED 9X9 FL TILES COMING UP RM#314 ABATE AND REPLACE FLOOR TILES,Construction,Complete,6/3/2025,IEH,6/8/2025,IEH,33434,33434,SCA0000074336
27,Q105,P.S. 105 - QUEENS,SCA IEH,PO18-77/27Q105/ TEST BROKEN AND LIFTING 9X9 FLOOR TILE RMS 208& GYM OFFICE IF POSITIVE ABATE AND REP,Construction,Complete,7/25/2025,IEH,8/29/2025,IEH,50059,795,SCA0000074510
27,Q105,P.S. 105 - QUEENS,DOE - RESOA,FY24 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,350000,0,DSF0001086402
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,FY21 RESO A IPDVS CAMERA INSTALLATION,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF0001008181
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,FY21 RESO A IPDVS CAMERA INSTALLATION,Design,PNS,PNS,PNS,PNS,10140,10140,0,DSF0001008181
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,FY21 RESO A IPDVS CAMERA INSTALLATION,Construction,PNS,PNS,PNS,PNS,148720,148720,0,DSF0001008181
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,FY21 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",PNS,PNS,PNS,PNS,10140,10140,0,DSF0001008181
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,FY25 RESO A SCIENCE LAB UPGRADE,Scope,Complete,2/6/2025,5/22/2025,6/9/2025,0,21451,782,DSF0001113006
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,FY25 RESO A SCIENCE LAB UPGRADE,Design,PNS,PNS,PNS,PNS,72000,50549,3129,DSF0001113006
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,FY25 RESO A SCIENCE LAB UPGRADE,Construction,PNS,PNS,PNS,PNS,1056000,922969,0,DSF0001113006
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,FY25 RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,72000,62930,11786,DSF0001113006
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Scope,In-Progress,5/27/2025,8/26/2025,,0,0,0,DSF0001113638
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Design,PNS,PNS,PNS,PNS,0,0,0,DSF0001113638
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0,0,DSF0001113638
27,Q106,P.S. 106 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0,0,DSF0001113638
27,Q106,P.S. 106 - QUEENS,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,160000,0,DSF0001163691
27,Q108,P.S. 108 - QUEENS,SCA CIP,PA SYSTEM REPLACEMENT,Scope,Complete,6/10/2022,9/9/2022,9/14/2022,14880,3551,3551,DSF0001022292
27,Q108,P.S. 108 - QUEENS,SCA CIP,PA SYSTEM REPLACEMENT,Design,Complete,9/14/2022,2/17/2023,2/15/2023,66960,14206,14206,DSF0001022292
27,Q108,P.S. 108 - QUEENS,SCA CIP,PA SYSTEM REPLACEMENT,Construction,In-Progress,9/18/2023,8/12/2024,,863034,766133,631437,DSF0001022292
27,Q108,P.S. 108 - QUEENS,SCA CIP,PA SYSTEM REPLACEMENT,"CM,F&E",In-Progress,9/18/2023,8/12/2024,,159959,126224,117590,DSF0001022292
27,Q108,P.S. 108 - QUEENS,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,528023,0,DSF0000960116
27,Q108,P.S. 108 - QUEENS,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,In-Progress,7/24/2023,DOER,,DOER,861763,0,DSF0001035872
27,Q108,P.S. 108 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,2/18/2023,DOES,,DOES,149934,0,DSF0001034251
27,Q114,P.S. 114 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,9/7/2022,1/10/2023,11/15/2022,4575,5727,5727,DSF0001034572
27,Q114,P.S. 114 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,11/15/2022,5/12/2023,3/8/2023,20588,23005,23005,DSF0001034572
27,Q114,P.S. 114 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,7/10/2023,5/4/2024,,265350,237746,222926,DSF0001034572
27,Q114,P.S. 114 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,7/10/2023,5/4/2024,,156764,166589,163428,DSF0001034572
27,Q114,P.S. 114 - QUEENS,SCA IEH,PO18-GYMNASIUM REPAIR LIFTING SECTION OF THE WOOD FLOORING - ROOM 206 REPAIR DAMAGED AREAS OF FLOOR,Construction,In-Progress,5/15/2024,IEH,,IEH,1227,477,SCA0000073005
27,Q114,Q256 SPED - QUEENS,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,345295,0,DSF0000960121
27,Q114,P.S. 114 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,200000,0,DSF0001033800
27,Q114,P.S. 114 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/18/2025,DIIR,9/2/2025,DIIR,250000,250000,DSF0001113012
27,Q114,P.S. 114 - QUEENS,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,250000,0,DSF0001163696
27,Q114,P.S. 114 - QUEENS,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,219328,0,DSF0001035877
27,Q114,P.S. 114 - QUEENS,DOE - RESOA,FY24 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,10/18/2023,DOER,,DOER,56000,0,DSF0001086409
27,Q114,P.S. 114 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,8/16/2022,DOES,,DOES,166573,0,DSF0001034252
27,Q123,P.S. 123 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Scope,Complete,7/20/2015,1/21/2016,10/21/2015,16230,58517,58517,DSF0000821930
27,Q123,P.S. 123 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Design,Complete,11/10/2015,5/13/2016,5/10/2016,64920,170942,169001,DSF0000821930
27,Q123,P.S. 123 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,Construction,In-Progress,11/18/2016,11/17/2017,,1217250,1164123,1002228,DSF0000821930
27,Q123,P.S. 123 - QUEENS,SCA CIP,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,"CM,F&E",In-Progress,11/18/2016,11/17/2017,,75740,419636,417193,DSF0000821930
27,Q123,P.S. 123 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,6/3/2021,12/2/2021,10/28/2021,239100,224699,224699,"DSF0000996762, DSF0000996764, DSF0000996765, DSF0000996766, DSF0001034298"
27,Q123,P.S. 123 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,11/24/2021,6/30/2022,4/25/2022,1195500,451851,451851,"DSF0000996762, DSF0000996764, DSF0000996765, DSF0000996766, DSF0001034298"
27,Q123,P.S. 123 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Construction,In-Progress,2/22/2024,2/20/2026,,26898750,24361362,11616378,"DSF0000996762, DSF0000996764, DSF0000996765, DSF0000996766, DSF0001034298"
27,Q123,P.S. 123 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,"CM,F&E",In-Progress,2/22/2024,2/20/2026,,1673700,213994,193673,"DSF0000996762, DSF0000996764, DSF0000996765, DSF0000996766, DSF0001034298"
27,Q123,P.S. 123 - QUEENS,SCA Furniture & Equipment,FY25 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,154000,154000,0,DSF0001113018
27,Q123,P.S. 123 - QUEENS,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,190000,0,DSF0001008128
27,Q123,P.S. 123 - QUEENS,DOE - RESOA,FY25 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,300000,0,DSF0001113017
27,Q124,P.S. 124 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,10/17/2016,3/22/2017,11/22/2016,81210,128714,128714,"DSF0000798317, DSF0000789560"
27,Q124,P.S. 124 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,12/7/2016,5/10/2017,5/11/2017,324840,723791,674891,"DSF0000798317, DSF0000789560"
27,Q124,P.S. 124 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,5/21/2018,8/13/2019,,6090750,6788202,5505079,"DSF0000798317, DSF0000789560"
27,Q124,P.S. 124 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,5/21/2018,8/13/2019,,378980,1149156,1097954,"DSF0000798317, DSF0000789560"
27,Q124,P.S. 124 - QUEENS,SCA CIP,HVAC CHILLER SYSTEM / FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Scope,Complete,5/28/2019,9/30/2019,11/21/2019,82346,50393,50393,"DSF0000902352, DSF0001022584, DSF0001034498"
27,Q124,P.S. 124 - QUEENS,SCA CIP,HVAC CHILLER SYSTEM / FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Design,Complete,1/8/2020,6/15/2020,9/30/2022,403783,352969,320779,"DSF0000902352, DSF0001022584, DSF0001034498"
27,Q124,P.S. 124 - QUEENS,SCA CIP,HVAC CHILLER SYSTEM / FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,Construction,In-Progress,8/14/2023,2/3/2025,,8397811,7823682,4454468,"DSF0000902352, DSF0001022584, DSF0001034498"
27,Q124,P.S. 124 - QUEENS,SCA CIP,HVAC CHILLER SYSTEM / FIRE ALARM SYSTEM REPLACEMENT / VENTILATION,"CM,F&E",In-Progress,8/14/2023,2/3/2025,,636015,335626,265159,"DSF0000902352, DSF0001022584, DSF0001034498"
27,Q124,P.S. 124 - QUEENS,SCA CIP,ROOFS,Scope,Complete,5/22/2024,10/8/2024,9/26/2025,42202,73984,62769,DSF0001101126
27,Q124,P.S. 124 - QUEENS,SCA CIP,ROOFS,Design,PNS,PNS,PNS,PNS,196945,196945,21111,DSF0001101126
27,Q124,P.S. 124 - QUEENS,SCA CIP,ROOFS,Construction,PNS,PNS,PNS,PNS,3122983,3122983,72269,DSF0001101126
27,Q124,P.S. 124 - QUEENS,SCA CIP,ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,309485,309485,27086,DSF0001101126
27,Q124,P.S. 124 - QUEENS,SCA CIP,IPDVS INSTALLATION,Scope,Complete,3/11/2022,7/11/2022,3/11/2022,3800,5517,5517,DSF0001034364
27,Q124,P.S. 124 - QUEENS,SCA CIP,IPDVS INSTALLATION,Design,Complete,3/16/2022,9/8/2022,7/18/2022,17100,22067,22067,DSF0001034364
27,Q124,P.S. 124 - QUEENS,SCA CIP,IPDVS INSTALLATION,Construction,In-Progress,2/27/2023,12/23/2023,,220400,203642,193736,DSF0001034364
27,Q124,P.S. 124 - QUEENS,SCA CIP,IPDVS INSTALLATION,"CM,F&E",In-Progress,2/27/2023,12/23/2023,,167436,163639,162248,DSF0001034364
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,FY21 RESO A ATHLETIC FIELDS,Scope,Complete,9/2/2021,1/4/2022,3/3/2022,0,37391,37391,DSF0001008122
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,FY21 RESO A ATHLETIC FIELDS,Design,Complete,3/16/2022,9/6/2022,3/31/2023,184148,81316,81316,DSF0001008122
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,FY21 RESO A ATHLETIC FIELDS,Construction,Complete,10/23/2023,1/14/2025,1/10/2025,2700841,2559719,2286137,DSF0001008122
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,FY21 RESO A ATHLETIC FIELDS,"CM,F&E",Complete,10/23/2023,1/14/2025,1/10/2025,184148,181250,143520,DSF0001008122
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,Scope,Complete,2/13/2025,6/16/2025,5/16/2025,0,15262,15262,DSF0001113019
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,Design,In-Progress,6/11/2025,11/13/2025,,37500,43967,4333,DSF0001113019
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,550000,550000,0,DSF0001113019
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,FY25 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,37500,37500,6473,DSF0001113019
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,Complete,6/16/2025,9/16/2025,7/23/2025,0,0,0,DSF0001113640
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,In-Progress,7/28/2025,12/1/2025,,8155,8155,0,DSF0001113640
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,119601,119601,0,DSF0001113640
27,Q124,P.S. 124 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,8155,8155,765,DSF0001113640
27,Q124,P.S. 124 - QUEENS,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,371929,0,DSF0000960127
27,Q124,P.S. 124 - QUEENS,DIIT - RESOA,RESO A- TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,DIIR,74250,0,DSF0000775816
27,Q124,P.S. 124 - QUEENS,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,100000,0,DSF0001035889
27,Q124,P.S. 124 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,9/26/2022,DOES,,DOES,187170,0,DSF0001034253
27,Q137,M.S. 137 - QUEENS,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,Scope,Complete,2/10/2025,5/9/2025,6/17/2025,0,90703,76229,DSF0001113033
27,Q137,M.S. 137 - QUEENS,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,Design,In-Progress,7/7/2025,11/20/2025,,120000,83192,46755,DSF0001113033
27,Q137,M.S. 137 - QUEENS,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,1760000,1760000,308,DSF0001113033
27,Q137,M.S. 137 - QUEENS,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,120000,120000,5144,DSF0001113033
27,Q137,M.S. 137 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER HEATER REPLACEMENT,Construction,In-Progress,12/13/2021,FTK,,FTK,248798,184053,DSF0000960810
27,Q137,M.S. 137 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000,0,DSF0001033815
27,Q137,M.S. 137 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000,0,DSF0001035906
27,Q137,M.S. 137 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/18/2025,DIIR,8/20/2025,DIIR,350000,350000,DSF0001113034
27,Q137,M.S. 137 - QUEENS,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,In-Progress,10/31/2023,DOER,,DOER,50000,0,DSF0001086426
27,Q146,P.S. 146 - QUEENS,SCA CIP,EXTERIOR MASONRY / PARAPETS,Scope,Complete,10/4/2023,2/23/2024,9/5/2024,21874,84069,80671,"DSF0001073807, DSF0001129318"
27,Q146,P.S. 146 - QUEENS,SCA CIP,EXTERIOR MASONRY / PARAPETS,Design,In-Progress,10/10/2024,3/18/2025,,104616,104616,39445,"DSF0001073807, DSF0001129318"
27,Q146,P.S. 146 - QUEENS,SCA CIP,EXTERIOR MASONRY / PARAPETS,Construction,PNS,PNS,PNS,PNS,2199296,2199296,81305,"DSF0001073807, DSF0001129318"
27,Q146,P.S. 146 - QUEENS,SCA CIP,EXTERIOR MASONRY / PARAPETS,"CM,F&E",PNS,PNS,PNS,PNS,189979,189979,77514,"DSF0001073807, DSF0001129318"
27,Q146,P.S. 146 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,11/22/2022,3/27/2023,1/6/2023,4425,1960,1960,DSF0001034571
27,Q146,P.S. 146 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,1/6/2023,7/5/2023,3/8/2023,19913,8135,8135,DSF0001034571
27,Q146,P.S. 146 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,7/10/2023,5/4/2024,,256650,236229,222915,DSF0001034571
27,Q146,P.S. 146 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,7/10/2023,5/4/2024,,144311,149639,147290,DSF0001034571
27,Q146,P.S. 146 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,Complete,12/4/2023,6/5/2024,7/25/2024,0,34477,31075,"DSF0001086435, DSF0001087063"
27,Q146,P.S. 146 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,Complete,8/6/2024,12/23/2024,1/13/2025,43237,82632,23441,"DSF0001086435, DSF0001087063"
27,Q146,P.S. 146 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,In-Progress,6/23/2025,5/18/2026,,634141,589470,41715,"DSF0001086435, DSF0001087063"
27,Q146,P.S. 146 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",In-Progress,6/23/2025,5/18/2026,,43237,71786,29628,"DSF0001086435, DSF0001087063"
27,Q146,P.S. 146 - QUEENS,SCA Emergency Response,EMERGENCY INVESTIGATION CRACKS FALLING DEBRIS Q146,Construction,In-Progress,6/6/2023,EMER,,EMER,537800,285653,SCA0000072058
27,Q146,P.S. 146 - QUEENS,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES IN ROOM 307,Construction,Complete,3/5/2025,IEH,6/1/2025,IEH,40153,33287,SCA0000074030
27,Q146,P.S. 146 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/7/2025,DIIR,8/26/2025,DIIR,182000,182000,DSF0001113042
27,Q146,P.S. 146 - QUEENS,DOE - RESOA,RESO A AUDITORIUM UPGRADE,Construction,In-Progress,5/17/2023,DOER,,DOER,445417,0,DSF0000960623
27,Q146,P.S. 146 - QUEENS,DOE - RESOA,FY25 RESO A WATER FOUNTAIN UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,63000,0,DSF0001113040
27,Q155,P.S. 155 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,10/30/2018,3/20/2019,4/1/2019,144558,109736,109206,"DSF0000880044, DSF0000880046, DSF0000880047, DSF0000880048, DSF0000880049"
27,Q155,P.S. 155 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,4/1/2019,8/29/2019,5/17/2019,576841,592462,585554,"DSF0000880044, DSF0000880046, DSF0000880047, DSF0000880048, DSF0000880049"
27,Q155,P.S. 155 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,6/14/2021,12/5/2022,,10690817,10013585,8592805,"DSF0000880044, DSF0000880046, DSF0000880047, DSF0000880048, DSF0000880049"
27,Q155,P.S. 155 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,6/14/2021,12/5/2022,,692703,638550,622477,"DSF0000880044, DSF0000880046, DSF0000880047, DSF0000880048, DSF0000880049"
27,Q155,P.S. 155 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,Complete,12/12/2023,4/19/2024,4/18/2024,0,28130,28130,"DSF0001086447, DSF0001087065"
27,Q155,P.S. 155 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,Complete,5/3/2024,9/19/2024,11/15/2024,53064,72116,31584,"DSF0001086447, DSF0001087065"
27,Q155,P.S. 155 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,In-Progress,3/31/2025,2/23/2026,,778285,576160,28733,"DSF0001086447, DSF0001087065"
27,Q155,P.S. 155 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",In-Progress,3/31/2025,2/23/2026,,53064,78592,37859,"DSF0001086447, DSF0001087065"
27,Q155,P.S. 155 - QUEENS,SCA Furniture & Equipment,RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,239000,239000,0,DSF0001113877
27,Q155,P.S. 155 - QUEENS,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,In-Progress,3/29/2024,DOER,,DOER,334796,0,DSF0001035923
27,Q155,P.S. 155 - QUEENS,DOE - RESOA,FY24 RESO A BATHROOM UPGRADES,Construction,In-Progress,10/31/2023,DOER,,DOER,150000,0,DSF0001086448
27,Q180,THE SCHOLARS ACADEMY - QUEENS,SCA CIP,ROOF REPLACEMENT / PARAPETS / EXTERIOR MASONRY,Scope,Complete,5/10/2021,9/23/2021,1/21/2022,70940,88498,88498,"DSF0000912442, DSF0001034478, DSF0001023665"
27,Q180,THE SCHOLARS ACADEMY - QUEENS,SCA CIP,ROOF REPLACEMENT / PARAPETS / EXTERIOR MASONRY,Design,Complete,1/26/2022,6/27/2022,9/13/2022,354701,410546,410546,"DSF0000912442, DSF0001034478, DSF0001023665"
27,Q180,THE SCHOLARS ACADEMY - QUEENS,SCA CIP,ROOF REPLACEMENT / PARAPETS / EXTERIOR MASONRY,Construction,Complete,7/17/2023,4/6/2025,4/6/2025,7980750,7428592,6101227,"DSF0000912442, DSF0001034478, DSF0001023665"
27,Q180,THE SCHOLARS ACADEMY - QUEENS,SCA CIP,ROOF REPLACEMENT / PARAPETS / EXTERIOR MASONRY,"CM,F&E",Complete,7/17/2023,4/6/2025,4/6/2025,496580,510850,425542,"DSF0000912442, DSF0001034478, DSF0001023665"
27,Q180,THE SCHOLARS ACADEMY - QUEENS,Fast Track Projects,CONDENSATION RESOLUTION,Construction,In-Progress,7/12/2018,FTK,,FTK,14024324,13534639,DSF0000865949
27,Q180,THE SCHOLARS ACADEMY - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/28/2025,DIIR,8/22/2025,DIIR,50000,50000,DSF0001086462
27,Q180,THE SCHOLARS ACADEMY - QUEENS,DOE - RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,7/7/2023,DOER,,DOER,657917,0,DSF0000866345
27,Q180,THE SCHOLARS ACADEMY - QUEENS,DOE - RESOA,RESO A HYDROPONICS LAB,Construction,In-Progress,6/30/2023,DOER,,DOER,276707,0,DSF0001034530
